reliability error enhancement,2006/6/20,[PATCH] Audit of POSIX Message Queue Syscalls v.2,0,22,,message queue,v2.x
feature,2006/6/20,[PATCH] update of IPC audit record cleanup,-8,11,,message semaphore shared memory,v2.x
feature,2006/5/1,[PATCH] Rework of IPC auditing,-6,42,,message semaphore shared memory other,v2.x
bug semantic logic,2006/4/17,[PATCH] IPC: access to unmapped vmalloc area in grow_ary(),-2,1,error,other,v2.x
reliability debug,2006/4/17,[PATCH] shmat: stop mprotect from giving write permission to a readonly ?,0,2,,shared memory,v2.x
feature,2006/4/2,BUG_ON() Conversion in ipc/shm.c,-8,7,,shared memory,v2.x
feature,2006/4/1,BUG_ON() Conversion in ipc/util.c,-4,2,,other,v2.x
feature,2006/3/28,[PATCH] mqueue comment typo fix,-1,1,,message queue,v2.x
reliability error enhancement,2006/3/26,[PATCH] one ipc/sem.c->mutex.c converstion too many..,-1,1,,message queue,v2.x
reliability debug,2006/3/26,Merge git://git.kernel.org/pub/scm/linux/kernel/git/bunk/trivial,-4,2,,semaphore,v2.x
feature,2006/3/26,"[PATCH] sem2mutex: ipc, id.sem",-56,65,,compatibility message queue message semaphore shared memory other,v2.x
feature,2006/3/26,BUG_ON() Conversion in ipc/sem.c,-4,2,,semaphore,v2.x
reliability debug,2006/3/25,Merge branch 'audit.b3' of ?,-7,7,,message semaphore shared memory,v2.x
feature,2006/3/24,BUG_ON() Conversion in ipc/msg.c,-2,1,,message,v2.x
maintenance,2006/3/24,[PATCH] shmdt: check address alignment,0,3,,shared memory,v2.x
performance synchronization,2006/3/22,Remove superfluous NOTIFY_COOKIE_LEN define,-1,0,,message queue,v2.x
reliability debug,2006/3/20,[PATCH] Capture selinux subject/object context information.,-7,7,,message semaphore shared memory,v2.x
maintenance,2006/2/10,[PATCH] shmdt cannot detach not-alined shm segment cleanly.,0,1,,shared memory,v2.x
performance synchronization,2006/2/9,[NETLINK]: Fix a severe bug,-1,2,,message queue,v2.x
maintenance,2006/1/15,correct email address of Manfred Spraul,-4,4,,message semaphore other,v2.x
feature,2006/1/14,[PATCH] Fix double decrement of mqueue_mnt->mnt_count in sys_mq_open,-26,33,,message queue,v2.x
feature,2006/1/11,[PATCH] move capable() to capability.h,0,5,,message queue message semaphore shared memory other,v2.x
reliability debug,2006/1/9,"[PATCH] mutex subsystem, semaphore to mutex: VFS, ->i_sem",-4,4,,message queue,v2.x
feature,2006/1/8,[PATCH] ipc: expand shm_flags,-12,10,,shared memory,v2.x
reliability debug,2006/1/6,[PATCH] NOMMU: Make SYSV IPC SHM use ramfs facilities on NOMMU,-5,13,,shared memory,v2.x
bug semantic generic,2005/12/24,Fix silly typo ("smb" vs "smp"),-1,1,wrong,semaphore,v2.x
reliability error enhancement,2005/12/24,[PATCH] add missing memory barriers to ipc/sem.c,0,2,,semaphore,v2.x
performance access optimization,2005/11/7,Merge master.kernel.org:/pub/scm/linux/kernel/git/bunk/trivial,-1,1,,message queue,v2.x
feature,2005/11/7,"[PATCH] more kernel-doc cleanups, additions",-4,5,,other,v2.x
bug memory bufOverflow,2005/11/7,[PATCH] SHM_NORESERVE flags for shmget(),-1,9,wrong,shared memory,v2.x
performance access optimization,2005/11/6,Update Michal Wronski contact info,-1,1,,message queue,v2.x
reliability annotation,2005/10/29,[PATCH] hugetlb: remove repeated code,-3,4,,shared memory,v2.x
reliability corruption defense,2005/9/27,[PATCH] Make POSIX message queue sys_mq_open() honor umask,0,1,,message queue,v2.x
feature,2005/9/10,[PATCH] merge some from Rusty's trivial patches,-1,1,,message queue,v2.x
reliability debug,2005/9/7,[PATCH] ipc: convert /proc/sysvipc/* to generic seq_file interface,-163,78,,message semaphore shared memory,v2.x
reliability debug,2005/9/7,[PATCH] ipc: add generic struct ipc_ids seq_file iteration,0,164,,other,v2.x
reliability error enhancement,2005/9/7,[PATCH] compat: be more consistent about [ug]id_t,-6,6,,compatibility,v2.x
maintenance,2005/8/5,[PATCH] Fix semundo lock leakage,-7,3,,semaphore,v2.x
reliability annotation,2005/8/1,[PATCH] shm: CONFIG_SHMEM=n build fix,-1,1,,shared memory,v2.x
reliability corruption defense,2005/7/12,[PATCH] xtensa: remove old syscalls,-1,1,,other,v2.x
maintenance,2005/7/7,[PATCH] put_compat_shminfo() warning fix,0,1,,compatibility,v2.x
maintenance,2005/6/23,[PATCH] ipcsem: remove superflous decrease variable from sys_semtimedop,-6,3,,semaphore,v2.x
performance access optimization,2005/5/1,[PATCH] convert that currently tests _NSIG directly to use valid_signal(),-2,2,,message queue,v2.x
performance access optimization,2005/5/1,[PATCH] consolidate sys_shmat,0,14,,shared memory,v2.x
feature,2005/5/1,[PATCH] use smp_mb/wmb/rmb where possible,-2,2,,message queue,v2.x
reliability corruption defense,2005/4/16,Linux-2.6.12-rc2v2.6.12-rc2,0,6045,,,v2.x
